Year_c,Month_c,Day_c,tName_c,date_ind,pod_id,pod_pls,pl_back,R-3_scr,R-2_scr,R-1_scr,R_scr,win_ind,fav_ind,mid_ind,weak_ind,tie_flag
2019,9,12,KLM Open (Netherlands),2019_9_12,2019_9_12_v0_d4_grp1_EUR,wil besseling,2.56,-2,0,-4,-2,0,0,0,1,1
0,0,0,0,2019_9_12,2019_9_12_v0_d4_grp1_EUR,tie,9.2,0,0,0,0,1,0,0,0,1
2019,9,19,BMW PGA Championship (United Kingdom),2019_9_19,2019_9_19_v0_d4_grp4_EUR,francesco molinari,1.78,-5,3,1,-1,0,1,0,0,0
2019,9,19,BMW PGA Championship (United Kingdom),2019_9_19,2019_9_19_v0_d4_grp4_EUR,andrew johnston,2.74,-9,-5,-3,-3,1,0,0,1,0
0,0,0,0,2019_9_19,2019_9_19_v0_d4_grp4_EUR,tie,9.6,0,0,0,0,0,0,0,0,0
2017,11,16,DP World Tour Championship (United Arab Emirates),2017_11_16,2017_11_16_v0_d4_grp19_EUR,dean burmester,3.4,-1,-3,0,-4,0,0,0,1,0
2017,11,16,DP World Tour Championship (United Arab Emirates),2017_11_16,2017_11_16_v0_d4_grp19_EUR,jon rahm,1.51,-1,-6,1,-5,1,1,0,0,0
0,0,0,0,2017_11_16,2017_11_16_v0_d4_grp19_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2019,10,24,Portugal Masters (Portugal),2019_10_24,2019_10_24_v0_d4_grp5_EUR,renato paratore,3,2,-1,1,0,0,0,0,1,0
2019,10,24,Portugal Masters (Portugal),2019_10_24,2019_10_24_v0_d4_grp5_EUR,matt wallace,1.63,2,-8,1,-2,1,1,0,0,0
0,0,0,0,2019_10_24,2019_10_24_v0_d4_grp5_EUR,tie,9.8,0,0,0,0,0,0,0,0,0
2017,8,31,D-D Real Czech Masters (Czech Republic),2017_8_31,2017_8_31_v0_d4_grp0_EUR,oscar lengden,2.46,1,3,2,-4,1,0,0,1,0
2017,8,31,D-D Real Czech Masters (Czech Republic),2017_8_31,2017_8_31_v0_d4_grp0_EUR,michael lorenzo-vera,1.86,-5,-5,1,-3,0,1,0,0,0
0,0,0,0,2017_8_31,2017_8_31_v0_d4_grp0_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2020,12,10,DP World Tour Championship (United Arab Emirates),2020_12_10,2020_12_10_v0_d4_grp0_EUR,christiaan bezuidenhout,1.81,-4,-3,-3,-2,1,1,0,0,0
2020,12,10,DP World Tour Championship (United Arab Emirates),2020_12_10,2020_12_10_v0_d4_grp0_EUR,callum shinkwin,2.7,0,-8,-4,2,0,0,0,1,0
0,0,0,0,2020_12_10,2020_12_10_v0_d4_grp0_EUR,tie,9.4,0,0,0,0,0,0,0,0,0
2018,8,30,Made in Denmark (Denmark) - Play Offs,2018_8_30,2018_8_30_v0_d4_grp7_EUR,matt wallace,1.62,-7,-2,0,-5,1,1,0,0,0
2018,8,30,Made in Denmark (Denmark) - Play Offs,2018_8_30,2018_8_30_v0_d4_grp7_EUR,callum shinkwin,3.05,0,5,7,1,0,0,0,1,0
0,0,0,0,2018_8_30,2018_8_30_v0_d4_grp7_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2020,7,22,British Masters (England),2020_7_22,2020_7_22_v0_d4_grp6_EUR,adrian meronk,2.34,7,0,0,3,0,0,0,1,0
2020,7,22,British Masters (England),2020_7_22,2020_7_22_v0_d4_grp6_EUR,robert rock,2.08,-2,3,4,-2,1,1,0,0,0
0,0,0,0,2020_7_22,2020_7_22_v0_d4_grp6_EUR,tie,9.8,0,0,0,0,0,0,0,0,0
2019,7,4,Irish Open (Europe),2019_7_4,2019_7_4_v0_d4_grp0_EUR,george coetzee,2.26,-1,1,4,3,0,0,0,1,0
2019,7,4,Irish Open (Europe),2019_7_4,2019_7_4_v0_d4_grp0_EUR,gavin green,2.14,-2,-1,-2,-4,1,1,0,0,0
0,0,0,0,2019_7_4,2019_7_4_v0_d4_grp0_EUR,tie,9.6,0,0,0,0,0,0,0,0,0
2020,12,10,DP World Tour Championship (United Arab Emirates),2020_12_10,2020_12_10_v0_d4_grp2_EUR,collin morikawa,1.71,1,-1,2,-2,1,1,0,0,0
2020,12,10,DP World Tour Championship (United Arab Emirates),2020_12_10,2020_12_10_v0_d4_grp2_EUR,brandon stone,2.94,-2,1,3,0,0,0,0,1,0
0,0,0,0,2020_12_10,2020_12_10_v0_d4_grp2_EUR,tie,9.4,0,0,0,0,0,0,0,0,0
2020,9,10,Portugal Masters (Portugal),2020_9_10,2020_9_10_v0_d4_grp5_EUR,joakim lagergren,2.38,-1,0,4,-6,1,0,0,1,0
2020,9,10,Portugal Masters (Portugal),2020_9_10,2020_9_10_v0_d4_grp5_EUR,john catlin,2.04,-6,-4,4,-2,0,1,0,0,0
0,0,0,0,2020_9_10,2020_9_10_v0_d4_grp5_EUR,tie,10,0,0,0,0,0,0,0,0,0
2020,10,22,Italian Open (Italy),2020_10_22,2020_10_22_v0_d4_grp3_EUR,julien quesne,2.84,3,-1,9,-3,1,0,0,1,0
2020,10,22,Italian Open (Italy),2020_10_22,2020_10_22_v0_d4_grp3_EUR,adrian meronk,1.75,2,-4,0,-1,0,1,0,0,0
0,0,0,0,2020_10_22,2020_10_22_v0_d4_grp3_EUR,tie,9.4,0,0,0,0,0,0,0,0,0
2018,8,16,Nordea Masters (Sweden) - Play Offs,2018_8_16,2018_8_16_v0_d4_grp9_EUR,paul waring,2.2,-4,-3,2,-2,0,0,0,1,1
2018,8,16,Nordea Masters (Sweden) - Play Offs,2018_8_16,2018_8_16_v0_d4_grp9_EUR,thomas aiken,2.1,1,0,-3,-2,0,1,0,0,1
0,0,0,0,2018_8_16,2018_8_16_v0_d4_grp9_EUR,tie,8.6,0,0,0,0,1,0,0,0,1
2019,11,21,DP World Tour Championship (United Arab Emirates),2019_11_21,2019_11_21_v0_d4_grp2_EUR,paul casey,1.93,-2,-3,-3,0,1,1,0,0,0
2019,11,21,DP World Tour Championship (United Arab Emirates),2019_11_21,2019_11_21_v0_d4_grp2_EUR,thomas detry,2.64,-3,0,2,3,0,0,0,1,0
0,0,0,0,2019_11_21,2019_11_21_v0_d4_grp2_EUR,tie,9,0,0,0,0,0,0,0,0,0
2018,8,16,Nordea Masters (Sweden) - Play Offs,2018_8_16,2018_8_16_v0_d4_grp2_EUR,johan carlsson,2.34,7,-2,-6,-3,0,0,0,1,0
2018,8,16,Nordea Masters (Sweden) - Play Offs,2018_8_16,2018_8_16_v0_d4_grp2_EUR,haydn porteous,2,1,-5,0,-5,1,1,0,0,0
0,0,0,0,2018_8_16,2018_8_16_v0_d4_grp2_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2020,12,10,DP World Tour Championship (United Arab Emirates),2020_12_10,2020_12_10_v0_d4_grp3_EUR,martin kaymer,1.97,-4,-4,-2,0,0,1,0,0,0
2020,12,10,DP World Tour Championship (United Arab Emirates),2020_12_10,2020_12_10_v0_d4_grp3_EUR,branden grace,2.52,-4,-6,-1,-3,1,0,0,1,0
0,0,0,0,2020_12_10,2020_12_10_v0_d4_grp3_EUR,tie,9,0,0,0,0,0,0,0,0,0
2019,7,4,Irish Open (Europe),2019_7_4,2019_7_4_v0_d4_grp3_EUR,andy sullivan,2.28,-3,-1,0,-4,0,0,0,1,1
2019,7,4,Irish Open (Europe),2019_7_4,2019_7_4_v0_d4_grp3_EUR,bernd wiesberger,2.08,-5,1,-7,-4,0,1,0,0,1
0,0,0,0,2019_7_4,2019_7_4_v0_d4_grp3_EUR,tie,9.2,0,0,0,0,1,0,0,0,1
2020,7,30,Hero Open (England),2020_7_30,2020_7_30_v0_d4_grp4_EUR,thomas detry,1.73,-2,1,-4,-6,1,1,0,0,0
2020,7,30,Hero Open (England),2020_7_30,2020_7_30_v0_d4_grp4_EUR,antoine rozner,2.9,3,-3,4,0,0,0,0,1,0
0,0,0,0,2020_7_30,2020_7_30_v0_d4_grp4_EUR,tie,9.4,0,0,0,0,0,0,0,0,0
2018,12,13,Alfred Dunhill Championship (South Africa),2018_12_13,2018_12_13_v0_d4_grp0_EUR,max orrin,2.44,-5,0,1,1,0,0,0,1,0
2018,12,13,Alfred Dunhill Championship (South Africa),2018_12_13,2018_12_13_v0_d4_grp0_EUR,adri arnaus,2.04,1,1,1,-2,1,1,0,0,0
0,0,0,0,2018_12_13,2018_12_13_v0_d4_grp0_EUR,tie,9,0,0,0,0,0,0,0,0,0
2019,9,19,BMW PGA Championship (United Kingdom),2019_9_19,2019_9_19_v0_d4_grp8_EUR,danny willett,3,2,0,4,-5,1,0,0,1,0
2019,9,19,BMW PGA Championship (United Kingdom),2019_9_19,2019_9_19_v0_d4_grp8_EUR,jon rahm,1.72,-1,-2,-3,-2,0,1,0,0,0
0,0,0,0,2019_9_19,2019_9_19_v0_d4_grp8_EUR,tie,10.5,0,0,0,0,0,0,0,0,0
2018,1,11,South African Open (South Africa),2018_1_11,2018_1_11_v0_d4_grp3_EUR,marcus kinhult,3.05,5,3,1,-3,1,0,0,1,0
2018,1,11,South African Open (South Africa),2018_1_11,2018_1_11_v0_d4_grp3_EUR,dylan frittelli,1.62,0,-4,-2,-1,0,1,0,0,0
0,0,0,0,2018_1_11,2018_1_11_v0_d4_grp3_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2020,7,22,British Masters (England),2020_7_22,2020_7_22_v0_d4_grp2_EUR,richard bland,2.3,2,0,3,5,0,0,0,1,0
2020,7,22,British Masters (England),2020_7_22,2020_7_22_v0_d4_grp2_EUR,aaron rai,2.1,-3,9,0,1,1,1,0,0,0
0,0,0,0,2020_7_22,2020_7_22_v0_d4_grp2_EUR,tie,9.6,0,0,0,0,0,0,0,0,0
2018,11,15,DP World Tour Championship (United Arab Emirates),2018_11_15,2018_11_15_v0_d4_grp24_EUR,sergio garcia,1.57,0,-6,-2,-2,1,1,0,0,0
2018,11,15,DP World Tour Championship (United Arab Emirates),2018_11_15,2018_11_15_v0_d4_grp24_EUR,shubhankar sharma,3.35,0,-4,-4,8,0,0,0,1,0
0,0,0,0,2018_11_15,2018_11_15_v0_d4_grp24_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2018,8,23,D-D Real Czech Masters (Czech Republic),2018_8_23,2018_8_23_v0_d4_grp8_EUR,scott jamieson,2,-1,-1,5,-2,0,1,0,0,0
2018,8,23,D-D Real Czech Masters (Czech Republic),2018_8_23,2018_8_23_v0_d4_grp8_EUR,gavin green,2.4,-2,3,4,-3,1,0,0,1,0
0,0,0,0,2018_8_23,2018_8_23_v0_d4_grp8_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2018,7,26,Porsche European Open (Germany),2018_7_26,2018_7_26_v0_d4_grp1_EUR,rak hyun cho,1.96,-7,4,-4,2,0,1,0,0,0
2018,7,26,Porsche European Open (Germany),2018_7_26,2018_7_26_v0_d4_grp1_EUR,allen john,2.34,1,1,1,-5,1,0,0,1,0
0,0,0,0,2018_7_26,2018_7_26_v0_d4_grp1_EUR,tie,7.4,0,0,0,0,0,0,0,0,0
2018,11,15,DP World Tour Championship (United Arab Emirates),2018_11_15,2018_11_15_v0_d4_grp0_EUR,chris wood,2.04,-5,0,0,4,0,1,0,0,0
2018,11,15,DP World Tour Championship (United Arab Emirates),2018_11_15,2018_11_15_v0_d4_grp0_EUR,jorge campillo,2.12,1,-3,-1,-3,1,0,0,1,0
0,0,0,0,2018_11_15,2018_11_15_v0_d4_grp0_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2017,11,22,Hong Kong Open (Hong Kong),2017_11_22,2017_11_22_v0_d4_grp9_EUR,s.s.p. chawrasia,3.1,2,3,0,2,0,0,0,1,0
2017,11,22,Hong Kong Open (Hong Kong),2017_11_22,2017_11_22_v0_d4_grp9_EUR,rafa cabrera bello,1.65,0,-2,-3,-1,1,1,0,0,0
0,0,0,0,2017_11_22,2017_11_22_v0_d4_grp9_EUR,tie,8.4,0,0,0,0,0,0,0,0,0
2020,10,22,Italian Open (Italy),2020_10_22,2020_10_22_v0_d4_grp7_EUR,adri arnaus,1.76,-5,1,2,-3,0,1,0,0,1
2020,10,22,Italian Open (Italy),2020_10_22,2020_10_22_v0_d4_grp7_EUR,sebastian heisele,2.52,0,-6,-3,-3,0,0,0,1,1
0,0,0,0,2020_10_22,2020_10_22_v0_d4_grp7_EUR,tie,8.6,0,0,0,0,1,0,0,0,1
2018,8,23,D-D Real Czech Masters (Czech Republic),2018_8_23,2018_8_23_v0_d4_grp1_EUR,jc ritchie,2,-1,-7,-4,-1,0,1,0,0,0
2018,8,23,D-D Real Czech Masters (Czech Republic),2018_8_23,2018_8_23_v0_d4_grp1_EUR,adam bland,2.38,1,0,0,-2,1,0,0,1,0
0,0,0,0,2018_8_23,2018_8_23_v0_d4_grp1_EUR,tie,9,0,0,0,0,0,0,0,0,0
2018,12,13,Alfred Dunhill Championship (South Africa),2018_12_13,2018_12_13_v0_d4_grp9_EUR,david lipsky,2.18,-1,-1,4,-4,1,0,0,1,0
2018,12,13,Alfred Dunhill Championship (South Africa),2018_12_13,2018_12_13_v0_d4_grp9_EUR,scott jamieson,2.06,5,-5,5,0,0,1,0,0,0
0,0,0,0,2018_12_13,2018_12_13_v0_d4_grp9_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2017,8,24,Made in Denmark (Denmark),2017_8_24,2017_8_24_v0_d4_grp6_EUR,wade ormsby,2.1,1,-4,1,-2,0,1,0,0,1
2017,8,24,Made in Denmark (Denmark),2017_8_24,2017_8_24_v0_d4_grp6_EUR,matt wallace,2.22,-4,-3,-3,-2,0,0,0,1,1
0,0,0,0,2017_8_24,2017_8_24_v0_d4_grp6_EUR,tie,9.4,0,0,0,0,1,0,0,0,1
2019,9,19,BMW PGA Championship (United Kingdom),2019_9_19,2019_9_19_v0_d4_grp7_EUR,shubhankar sharma,3.95,-4,-3,3,4,0,0,0,1,0
2019,9,19,BMW PGA Championship (United Kingdom),2019_9_19,2019_9_19_v0_d4_grp7_EUR,justin rose,1.5,-2,0,-2,0,1,1,0,0,0
0,0,0,0,2019_9_19,2019_9_19_v0_d4_grp7_EUR,tie,10.5,0,0,0,0,0,0,0,0,0
2017,11,16,DP World Tour Championship (United Arab Emirates),2017_11_16,2017_11_16_v0_d4_grp2_EUR,ian poulter,2.08,-2,-2,-1,0,0,1,0,0,0
2017,11,16,DP World Tour Championship (United Arab Emirates),2017_11_16,2017_11_16_v0_d4_grp2_EUR,haydn porteous,2.18,3,1,1,-4,1,0,0,1,0
0,0,0,0,2017_11_16,2017_11_16_v0_d4_grp2_EUR,tie,8.8,0,0,0,0,0,0,0,0,0
2019,3,14,Magical Kenya Open (Kenya),2019_3_14,2019_3_14_v0_d4_grp4_EUR,george coetzee,1.63,1,4,-4,1,0,1,0,0,1
2019,3,14,Magical Kenya Open (Kenya),2019_3_14,2019_3_14_v0_d4_grp4_EUR,cormac sharvin,3.05,1,0,1,1,0,0,0,1,1
0,0,0,0,2019_3_14,2019_3_14_v0_d4_grp4_EUR,tie,8.6,0,0,0,0,1,0,0,0,1
2017,10,12,Italian Open (Italy),2017_10_12,2017_10_12_v0_d4_grp16_EUR,byeong hun an,1.84,1,1,1,-1,0,1,0,0,0
2017,10,12,Italian Open (Italy),2017_10_12,2017_10_12_v0_d4_grp16_EUR,maximilian kieffer,2.5,2,2,-4,-2,1,0,0,1,0
0,0,0,0,2017_10_12,2017_10_12_v0_d4_grp16_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2019,8,22,Scandinavian Invitation (Sweden),2019_8_22,2019_8_22_v0_d4_grp2_EUR,john catlin,2.36,-5,0,-3,0,0,0,0,1,0
2019,8,22,Scandinavian Invitation (Sweden),2019_8_22,2019_8_22_v0_d4_grp2_EUR,matthew southgate,1.96,-2,-3,-1,-3,1,1,0,0,0
0,0,0,0,2019_8_22,2019_8_22_v0_d4_grp2_EUR,tie,9.2,0,0,0,0,0,0,0,0,0
2018,2,15,NBO Oman Open (Oman),2018_2_15,2018_2_15_v0_d4_grp8_EUR,matthew southgate,2.32,-2,2,0,3,0,0,0,1,0
2018,2,15,NBO Oman Open (Oman),2018_2_15,2018_2_15_v0_d4_grp8_EUR,chris wood,2,7,7,3,-3,1,1,0,0,0
0,0,0,0,2018_2_15,2018_2_15_v0_d4_grp8_EUR,tie,8.8,0,0,0,0,0,0,0,0,0
2018,7,12,Scottish Open (Scotland),2018_7_12,2018_7_12_v0_d4_grp3_EUR,sam horsfield,2.52,1,4,0,-1,0,0,0,1,0
2018,7,12,Scottish Open (Scotland),2018_7_12,2018_7_12_v0_d4_grp3_EUR,luke list,1.91,-1,-1,2,-6,1,1,0,0,0
0,0,0,0,2018_7_12,2018_7_12_v0_d4_grp3_EUR,tie,9.2,0,0,0,0,0,0,0,0,0
2020,8,13,Celtic Classic (Wales),2020_8_13,2020_8_13_v0_d4_grp9_EUR,sam horsfield,1.85,-5,2,-4,-4,1,1,0,0,0
2020,8,13,Celtic Classic (Wales),2020_8_13,2020_8_13_v0_d4_grp9_EUR,connor syme,2.56,0,1,-2,0,0,0,0,1,0
0,0,0,0,2020_8_13,2020_8_13_v0_d4_grp9_EUR,tie,9.4,0,0,0,0,0,0,0,0,0
2018,6,28,Open de France (France),2018_6_28,2018_6_28_v0_d4_grp0_EUR,russell knox,2.08,0,-1,-2,-6,1,1,0,0,0
2018,6,28,Open de France (France),2018_6_28,2018_6_28_v0_d4_grp0_EUR,dylan frittelli,2.34,1,0,-1,-3,0,0,0,1,0
0,0,0,0,2018_6_28,2018_6_28_v0_d4_grp0_EUR,tie,9,0,0,0,0,0,0,0,0,0
2017,10,12,Italian Open (Italy),2017_10_12,2017_10_12_v0_d4_grp3_EUR,luke donald,1.89,1,2,-3,0,1,1,0,0,0
2017,10,12,Italian Open (Italy),2017_10_12,2017_10_12_v0_d4_grp3_EUR,chris paisley,2.28,3,-2,-1,2,0,0,0,1,0
0,0,0,0,2017_10_12,2017_10_12_v0_d4_grp3_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2017,8,24,Made in Denmark (Denmark),2017_8_24,2017_8_24_v0_d4_grp1_EUR,ashun wu,1.94,-1,-4,4,-4,1,1,0,0,0
2017,8,24,Made in Denmark (Denmark),2017_8_24,2017_8_24_v0_d4_grp1_EUR,richard green,2.34,-2,-1,2,-3,0,0,0,1,0
0,0,0,0,2017_8_24,2017_8_24_v0_d4_grp1_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2019,7,4,Irish Open (Europe),2019_7_4,2019_7_4_v0_d4_grp1_EUR,oliver wilson,2.16,-3,-3,10,0,0,1,0,0,0
2019,7,4,Irish Open (Europe),2019_7_4,2019_7_4_v0_d4_grp1_EUR,paul waring,2.22,-2,-5,-2,-4,1,0,0,1,0
0,0,0,0,2019_7_4,2019_7_4_v0_d4_grp1_EUR,tie,9.2,0,0,0,0,0,0,0,0,0
2018,7,26,Porsche European Open (Germany),2018_7_26,2018_7_26_v0_d4_grp6_EUR,renato paratore,2.08,-4,4,-1,-2,1,1,0,0,0
2018,7,26,Porsche European Open (Germany),2018_7_26,2018_7_26_v0_d4_grp6_EUR,david drysdale,2.34,0,-2,-1,1,0,0,0,1,0
0,0,0,0,2018_7_26,2018_7_26_v0_d4_grp6_EUR,tie,9.8,0,0,0,0,0,0,0,0,0
2019,1,31,Saudi International (Saudi Arabia),2019_1_31,2019_1_31_v0_d4_grp4_EUR,michael lorenzo-vera,2.02,0,-4,-4,-2,1,1,0,0,0
2019,1,31,Saudi International (Saudi Arabia),2019_1_31,2019_1_31_v0_d4_grp4_EUR,shaun norris,2.4,8,3,-1,2,0,0,0,1,0
0,0,0,0,2019_1_31,2019_1_31_v0_d4_grp4_EUR,tie,8.8,0,0,0,0,0,0,0,0,0
2020,1,23,Dubai Desert Classic (United Arab Emirates) - Play Offs,2020_1_23,2020_1_23_v0_d4_grp2_EUR,lucas herbert,2.46,-1,1,3,-4,1,0,0,1,0
2020,1,23,Dubai Desert Classic (United Arab Emirates) - Play Offs,2020_1_23,2020_1_23_v0_d4_grp2_EUR,adri arnaus,1.97,-1,2,-1,-2,0,1,0,0,0
0,0,0,0,2020_1_23,2020_1_23_v0_d4_grp2_EUR,tie,9,0,0,0,0,0,0,0,0,0
2018,1,25,Dubai Desert Classic (United Arab Emirates),2018_1_25,2018_1_25_v0_d4_grp4_EUR,branden grace,1.76,-2,-4,1,3,0,1,0,0,0
2018,1,25,Dubai Desert Classic (United Arab Emirates),2018_1_25,2018_1_25_v0_d4_grp4_EUR,chris paisley,2.82,0,-6,-3,-3,1,0,0,1,0
0,0,0,0,2018_1_25,2018_1_25_v0_d4_grp4_EUR,tie,9,0,0,0,0,0,0,0,0,0
2018,9,6,Omega European Masters (Switzerland) - Play Offs,2018_9_6,2018_9_6_v0_d4_grp8_EUR,daniel brooks,2.54,2,0,-2,-1,1,0,0,1,0
2018,9,6,Omega European Masters (Switzerland) - Play Offs,2018_9_6,2018_9_6_v0_d4_grp8_EUR,ashun wu,1.8,0,-2,-1,0,0,1,0,0,0
0,0,0,0,2018_9_6,2018_9_6_v0_d4_grp8_EUR,tie,8.8,0,0,0,0,0,0,0,0,0
2017,11,30,AfrAsia Bank Mauritius Open (Mauritius) - Play Offs,2017_11_30,2017_11_30_v0_d4_grp5_EUR,jose-filipe lima,2.24,-4,-2,2,-1,1,0,0,1,0
2017,11,30,AfrAsia Bank Mauritius Open (Mauritius) - Play Offs,2017_11_30,2017_11_30_v0_d4_grp5_EUR,ricardo gouveia,1.98,-5,3,4,1,0,1,0,0,0
0,0,0,0,2017_11_30,2017_11_30_v0_d4_grp5_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2017,11,30,AfrAsia Bank Mauritius Open (Mauritius) - Play Offs,2017_11_30,2017_11_30_v0_d4_grp2_EUR,jean-paul strydom,3.35,2,-1,3,-3,1,0,0,1,0
2017,11,30,AfrAsia Bank Mauritius Open (Mauritius) - Play Offs,2017_11_30,2017_11_30_v0_d4_grp2_EUR,haydn porteous,1.54,1,1,-4,4,0,1,0,0,0
0,0,0,0,2017_11_30,2017_11_30_v0_d4_grp2_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2018,7,26,Porsche European Open (Germany),2018_7_26,2018_7_26_v0_d4_grp8_EUR,matthias schwab,3.25,-1,-2,-2,3,1,0,0,1,0
2018,7,26,Porsche European Open (Germany),2018_7_26,2018_7_26_v0_d4_grp8_EUR,patrick reed,1.58,-2,-3,0,4,0,1,0,0,0
0,0,0,0,2018_7_26,2018_7_26_v0_d4_grp8_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2020,1,30,Saudi International (Saudi Arabia),2020_1_30,2020_1_30_v0_d4_grp1_EUR,matthieu pavon,3.15,-6,-1,-3,-2,0,0,0,1,0
2020,1,30,Saudi International (Saudi Arabia),2020_1_30,2020_1_30_v0_d4_grp1_EUR,abraham ancer,1.64,-4,-1,-9,-3,1,1,0,0,0
0,0,0,0,2020_1_30,2020_1_30_v0_d4_grp1_EUR,tie,9.4,0,0,0,0,0,0,0,0,0
2019,9,12,KLM Open (Netherlands),2019_9_12,2019_9_12_v0_d4_grp5_EUR,nicolai hojgaard,2.64,1,1,1,-4,1,0,0,1,0
2019,9,12,KLM Open (Netherlands),2019_9_12,2019_9_12_v0_d4_grp5_EUR,james morrison,1.91,-1,-4,-2,-2,0,1,0,0,0
0,0,0,0,2019_9_12,2019_9_12_v0_d4_grp5_EUR,tie,8.8,0,0,0,0,0,0,0,0,0
2018,1,11,South African Open (South Africa),2018_1_11,2018_1_11_v0_d4_grp9_EUR,adrien saddier,2.44,4,1,3,-1,0,0,0,1,0
2018,1,11,South African Open (South Africa),2018_1_11,2018_1_11_v0_d4_grp9_EUR,darren fichardt,1.98,-2,-4,-1,-2,1,1,0,0,0
0,0,0,0,2018_1_11,2018_1_11_v0_d4_grp9_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2019,12,5,AfrAsia Bank Mauritius Open (Mauritius) - Play Offs,2019_12_5,2019_12_5_v0_d4_grp2_EUR,robin sciot siegrist,2.52,1,1,-5,-7,1,0,0,1,0
2019,12,5,AfrAsia Bank Mauritius Open (Mauritius) - Play Offs,2019_12_5,2019_12_5_v0_d4_grp2_EUR,oliver bekker,1.92,-4,-4,12,-5,0,1,0,0,0
0,0,0,0,2019_12_5,2019_12_5_v0_d4_grp2_EUR,tie,9.6,0,0,0,0,0,0,0,0,0
2020,10,22,Italian Open (Italy),2020_10_22,2020_10_22_v0_d4_grp5_EUR,darius van driel,2.14,-6,2,-5,1,0,0,0,1,0
2020,10,22,Italian Open (Italy),2020_10_22,2020_10_22_v0_d4_grp5_EUR,louis de jager,2,-3,3,-3,0,1,1,0,0,0
0,0,0,0,2020_10_22,2020_10_22_v0_d4_grp5_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2019,5,23,Made in Denmark (Denmark),2019_5_23,2019_5_23_v0_d4_grp5_EUR,matthew southgate,2.44,3,-1,-2,-3,0,0,0,1,0
2019,5,23,Made in Denmark (Denmark),2019_5_23,2019_5_23_v0_d4_grp5_EUR,romain langasque,2.02,-6,1,-5,-5,1,1,0,0,0
0,0,0,0,2019_5_23,2019_5_23_v0_d4_grp5_EUR,tie,9.6,0,0,0,0,0,0,0,0,0
2019,3,14,Magical Kenya Open (Kenya),2019_3_14,2019_3_14_v0_d4_grp1_EUR,oliver wilson,1.87,-3,3,-1,3,0,1,0,0,0
2019,3,14,Magical Kenya Open (Kenya),2019_3_14,2019_3_14_v0_d4_grp1_EUR,chikkarangappa s,2.34,2,0,-5,-2,1,0,0,1,0
0,0,0,0,2019_3_14,2019_3_14_v0_d4_grp1_EUR,tie,8.8,0,0,0,0,0,0,0,0,0
2019,11,28,Alfred Dunhill Championship (South Africa),2019_11_28,2019_11_28_v0_d4_grp2_EUR,eddie pepperell,1.8,-1,-3,0,1,1,1,0,0,0
2019,11,28,Alfred Dunhill Championship (South Africa),2019_11_28,2019_11_28_v0_d4_grp2_EUR,jaco ahlers,2.8,-2,9,1,3,0,0,0,1,0
0,0,0,0,2019_11_28,2019_11_28_v0_d4_grp2_EUR,tie,10,0,0,0,0,0,0,0,0,0
2019,11,21,DP World Tour Championship (United Arab Emirates),2019_11_21,2019_11_21_v0_d4_grp0_EUR,justin rose,2.14,-7,1,-4,1,0,1,0,0,0
2019,11,21,DP World Tour Championship (United Arab Emirates),2019_11_21,2019_11_21_v0_d4_grp0_EUR,robert macintyre,2.32,-5,-3,-4,-3,1,0,0,1,0
0,0,0,0,2019_11_21,2019_11_21_v0_d4_grp0_EUR,tie,9.4,0,0,0,0,0,0,0,0,0
2019,3,14,Magical Kenya Open (Kenya),2019_3_14,2019_3_14_v0_d4_grp2_EUR,josh geary,2.14,-1,-1,-3,-3,0,0,0,1,1
2019,3,14,Magical Kenya Open (Kenya),2019_3_14,2019_3_14_v0_d4_grp2_EUR,anton karlsson,2.08,0,-3,-3,-3,0,1,0,0,1
0,0,0,0,2019_3_14,2019_3_14_v0_d4_grp2_EUR,tie,8.8,0,0,0,0,1,0,0,0,1
2019,1,16,Abu Dhabi HSBC Golf Championship (United Arab Emirates),2019_1_16,2019_1_16_v0_d4_grp1_EUR,grant forrest,3.85,-5,-1,-4,3,0,0,0,1,0
2019,1,16,Abu Dhabi HSBC Golf Championship (United Arab Emirates),2019_1_16,2019_1_16_v0_d4_grp1_EUR,louis oosthuizen,1.41,-3,-4,-1,-6,1,1,0,0,0
0,0,0,0,2019_1_16,2019_1_16_v0_d4_grp1_EUR,tie,8.2,0,0,0,0,0,0,0,0,0
2018,12,13,Alfred Dunhill Championship (South Africa),2018_12_13,2018_12_13_v0_d4_grp5_EUR,louis oosthuizen,1.61,-3,-3,-4,-1,1,1,0,0,0
